,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
0,Manuel Neuer,36,"Mar 27, 1986",Germany,BAYERN MUNICH,,Goalkeeper,15.0,39,0,0,3501,38,14,1.93,"Jul 1, 2011","Jun 30, 2024",/manuel-neuer/profil/spieler/17259
1,Sven Ulreich,33,"Aug 3, 1988 ",Germany,BAYERN MUNICH,,Goalkeeper,0.9,8,0,0,720,12,2,1.92,"Jul 1, 2021","Jun 30, 2024",/sven-ulreich/profil/spieler/40680
4,Lucas Hernández,26,"Feb 14, 1996",France,BAYERN MUNICH,,Centre-Back,50.0,34,0,2,2700,0,0,1.84,"Jul 1, 2019","Jun 30, 2024",/lucas-hernandez/profil/spieler/281963
5,Dayot Upamecano,23,"Oct 27, 1998",France,BAYERN MUNICH,,Centre-Back,40.0,38,1,6,3014,0,0,1.86,"Jul 5, 2021","Jun 30, 2026",/dayot-upamecano/profil/spieler/344695
10,Jamie Lawrence,19,"Nov 10, 2002",Germany,BAYERN MUNICH,,Centre-Back,1.0,33,4,3,2605,0,0,2.01,-,"Jun 30, 2024",/jamie-lawrence/profil/spieler/522248
11,Alphonso Davies,21,"Nov 2, 2000 ",Canada,BAYERN MUNICH,,Left-Back,70.0,31,0,6,2366,0,0,1.85,"Jan 1, 2019","Jun 30, 2025",/alphonso-davies/profil/spieler/424204
13,Benjamin Pavard,26,"Mar 28, 1996",France,BAYERN MUNICH,,Right-Back,30.0,36,0,2,2935,0,0,1.86,"Jul 1, 2019","Jun 30, 2024",/benjamin-pavard/profil/spieler/353366
14,Josip Stanisic,22,"Apr 2, 2000 ",Croatia,BAYERN MUNICH,,Right-Back,4.0,17,1,1,773,0,0,1.87,"Aug 1, 2021","Jun 30, 2026",/josip-stanisic/profil/spieler/483046
15,Bouna Sarr,30,"Jan 31, 1992",Senegal,BAYERN MUNICH,,Right-Back,2.5,12,1,0,274,0,0,1.77,"Oct 5, 2020","Jun 30, 2024",/bouna-sarr/profil/spieler/190685
16,Joshua Kimmich,27,"Feb 8, 1995 ",Germany,BAYERN MUNICH,,Defensive Midfield,80.0,39,3,12,3405,0,0,1.77,"Jul 2, 2015","Jun 30, 2025",/joshua-kimmich/profil/spieler/161056
18,Nicolas Feldhahn,35,"Aug 14, 1986",Germany,BAYERN MUNICH,,Defensive Midfield,0.125,26,1,0,1839,0,0,1.89,-,-,/nicolas-feldhahn/profil/spieler/31741
19,Leon Goretzka,27,"Feb 6, 1995 ",Germany,BAYERN MUNICH,,Central Midfield,65.0,27,3,3,2027,0,0,1.89,"Jul 1, 2018","Jun 30, 2026",/leon-goretzka/profil/spieler/153084
20,Marcel Sabitzer,28,"Mar 17, 1994",Austria,BAYERN MUNICH,,Central Midfield,15.0,32,1,1,1076,0,0,1.77,"Aug 30, 2021","Jun 30, 2023",/marcel-sabitzer/profil/spieler/106987
23,Taylor Booth,21,"May 31, 2001",United States,BAYERN MUNICH,,Central Midfield,1.0,25,3,6,1813,0,0,1.74,-,"Jun 30, 2025",/taylor-booth/profil/spieler/513963
24,Timo Kern,32,"Jan 16, 1990",Germany,BAYERN MUNICH,,Central Midfield,0.2,24,5,5,1510,0,0,1.79,-,"Jun 30, 2024",/timo-kern/profil/spieler/57574
25,Jamal Musiala,19,"Feb 26, 2003",Germany,BAYERN MUNICH,,Attacking Midfield,65.0,40,8,6,1980,0,0,1.84,"Jul 1, 2020","Jun 30, 2026",/jamal-musiala/profil/spieler/580195
27,Paul Wanner,16,"Dec 23, 2005",Austria,BAYERN MUNICH,,Attacking Midfield,2.0,25,3,4,1436,0,0,1.85,"Jan 31, 2022","Jun 30, 2027",/paul-wanner/profil/spieler/900909
29,Arijon Ibrahimovic,16,"Dec 11, 2005",Germany,BAYERN MUNICH,,Attacking Midfield,,27,10,15,1702,0,0,1.76,"Jan 17, 2023","Jun 30, 2025",/arijon-ibrahimovic/profil/spieler/744728
30,Kingsley Coman,26,"Jun 13, 1996",France,BAYERN MUNICH,,Left Winger,60.0,32,8,6,2085,0,0,1.81,"Jul 1, 2017","Jun 30, 2027",/kingsley-coman/profil/spieler/243714
31,Nemanja Motika,19,"Mar 20, 2003",Serbia,BAYERN MUNICH,,Left Winger,1.2,40,19,10,1924,0,0,1.79,-,"Jun 30, 2023",/nemanja-motika/profil/spieler/604323
32,Serge Gnabry,26,"Jul 14, 1995",Germany,BAYERN MUNICH,,Right Winger,65.0,45,17,9,2748,0,0,1.76,"Jul 1, 2017","Jun 30, 2026",/serge-gnabry/profil/spieler/159471
33,Leroy Sané,26,"Jan 11, 1996",Germany,BAYERN MUNICH,,Right Winger,60.0,45,14,15,2977,0,0,1.83,"Jul 15, 2020","Jun 30, 2025",/leroy-sane/profil/spieler/192565
34,Thomas Müller,32,"Sep 13, 1989",Germany,BAYERN MUNICH,,Second Striker,22.0,45,13,25,3565,0,0,1.85,"Jul 1, 2009","Jun 30, 2024",/thomas-muller/profil/spieler/58358
36,Eric Maxim Choupo-Moting,33,"Mar 23, 1989",Cameroon,BAYERN MUNICH,,Centre-Forward,3.0,26,9,5,499,0,0,1.91,"Oct 5, 2020","Jun 30, 2024",/eric-maxim-choupo-moting/profil/spieler/45660
37,Lucas Copado,18,"Jan 10, 2004",Germany,BAYERN MUNICH,,Centre-Forward,1.0,36,14,13,2296,0,0,1.81,-,"Jun 30, 2024",/lucas-copado/profil/spieler/636898
38,Gregor Kobel,24,"Dec 6, 1997 ",Switzerland,BORUSSIA DORTMUND,,Goalkeeper,22.0,40,0,0,3555,61,11,1.94,"Jul 1, 2021","Jun 30, 2026",/gregor-kobel/profil/spieler/257814
40,Luca Unbehaun,21,"Feb 27, 2001",Germany,BORUSSIA DORTMUND,,Goalkeeper,1.5,22,0,0,1980,25,5,1.85,"Jul 1, 2019","Jun 30, 2023",/luca-unbehaun/profil/spieler/388815
42,Stefan Drljaca,23,"Apr 20, 1999",Germany,BORUSSIA DORTMUND,,Goalkeeper,0.2,15,0,0,1350,22,4,1.92,-,"Jun 30, 2024",/stefan-drljaca/profil/spieler/388067
43,Silas Ostrzinski,18,"Nov 19, 2003",Germany,BORUSSIA DORTMUND,,Goalkeeper,,24,0,0,2220,21,10,1.98,-,"Jun 30, 2023",/silas-ostrzinski/profil/spieler/684116
46,Mats Hummels,33,"Dec 16, 1988",Germany,BORUSSIA DORTMUND,,Centre-Back,6.5,32,1,2,2477,0,0,1.91,"Jul 1, 2019","Jun 30, 2023",/mats-hummels/profil/spieler/39728
48,Soumaïla Coulibaly,18,"Oct 14, 2003",France,BORUSSIA DORTMUND,,Centre-Back,0.75,13,0,0,952,0,0,1.9,"Jul 1, 2021","Jun 30, 2026",/soumaila-coulibaly/profil/spieler/659513
49,Lennard Maloney,22,"Oct 8, 1999 ",United States,BORUSSIA DORTMUND,,Centre-Back,0.35,29,1,0,2201,0,0,1.87,-,"Jun 30, 2025",/lennard-maloney/profil/spieler/392710
50,Raphaël Guerreiro,28,"Dec 22, 1993",Portugal,BORUSSIA DORTMUND,,Left-Back,25.0,28,5,4,2166,0,0,1.7,"Jul 1, 2016","Jun 30, 2023",/raphael-guerreiro/profil/spieler/170986
51,Nico Schulz,29,"Apr 1, 1993 ",Germany,BORUSSIA DORTMUND,,Left-Back,4.0,24,0,3,1332,0,0,1.8,"Jul 1, 2019","Jun 30, 2024",/nico-schulz/profil/spieler/85867
52,Tom Rothe,17,"Oct 29, 2004",Germany,BORUSSIA DORTMUND,,Left-Back,1.2,33,4,13,2747,0,0,1.93,"Jul 1, 2022","Jun 30, 2024",/tom-rothe/profil/spieler/798043
54,Marius Wolf,27,"May 27, 1995",Germany,BORUSSIA DORTMUND,,Right-Back,6.5,35,3,2,1629,0,0,1.87,"Jul 2, 2018","Jun 30, 2024",/marius-wolf/profil/spieler/193900
55,Thomas Meunier,30,"Sep 12, 1991",Belgium,BORUSSIA DORTMUND,,Right-Back,6.5,26,2,5,2097,0,0,1.91,"Jul 1, 2020","Jun 30, 2024",/thomas-meunier/profil/spieler/100986
56,Mateu Morey Bauzà,22,"Mar 2, 2000 ",Spain,BORUSSIA DORTMUND,,Right-Back,4.0,,0,0,0,0,0,1.73,"Jul 1, 2019","Jun 30, 2024",/mateu-morey-bauza/profil/spieler/388513
57,Felix Passlack,24,"May 29, 1998",Germany,BORUSSIA DORTMUND,,Right-Back,1.5,16,1,2,794,0,0,1.7,"Jan 4, 2016","Jun 30, 2023",/felix-passlack/profil/spieler/274461
58,Lion Semic,18,"Sep 13, 2003",Germany,BORUSSIA DORTMUND,,Right-Back,0.5,26,3,7,1926,0,0,1.69,-,"Jun 30, 2024",/lion-semic/profil/spieler/521919
59,Emre Can,28,"Jan 12, 1994",Germany,BORUSSIA DORTMUND,,Defensive Midfield,16.0,28,5,1,1941,0,0,1.86,"Jul 1, 2020","Jun 30, 2024",/emre-can/profil/spieler/119296
61,Abdoulaye Kamara,17,"Nov 6, 2004 ",France,BORUSSIA DORTMUND,,Defensive Midfield,1.0,32,3,1,1790,0,0,1.83,-,"Jun 30, 2024",/abdoulaye-kamara/profil/spieler/718232
62,Antonios Papadopoulos,22,"Sep 10, 1999",Germany,BORUSSIA DORTMUND,,Defensive Midfield,0.35,29,1,1,2319,0,0,1.86,-,"Jun 30, 2024",/antonios-papadopoulos/profil/spieler/482573
63,Jude Bellingham,19,"Jun 29, 2003",England,BORUSSIA DORTMUND,,Central Midfield,80.0,44,6,14,3796,0,0,1.86,"Jul 23, 2020","Jun 30, 2025",/jude-bellingham/profil/spieler/581678
64,Mahmoud Dahoud,26,"Jan 1, 1996 ",Germany,BORUSSIA DORTMUND,,Central Midfield,18.0,30,2,7,2230,0,0,1.78,"Jul 1, 2017","Jun 30, 2023",/mahmoud-dahoud/profil/spieler/191422
65,Thomas Delaney,30,"Sep 3, 1991 ",Denmark,BORUSSIA DORTMUND,,Central Midfield,7.0,37,2,1,2040,0,0,1.82,"Jul 1, 2018","Jun 30, 2023",/thomas-delaney/profil/spieler/91849
67,Marco Pasalic,21,"Sep 14, 2000",Croatia,BORUSSIA DORTMUND,,Right Midfield,0.275,14,2,1,594,0,0,1.77,-,"Jun 30, 2023",/marco-pasalic/profil/spieler/395928
68,Giovanni Reyna,19,"Nov 13, 2002",United States,BORUSSIA DORTMUND,,Attacking Midfield,35.0,13,2,2,647,0,0,1.85,"Jan 12, 2020","Jun 30, 2025",/giovanni-reyna/profil/spieler/504215
69,Julian Brandt,26,"May 2, 1996 ",Germany,BORUSSIA DORTMUND,,Attacking Midfield,25.0,40,9,10,2769,0,0,1.85,"Jul 1, 2019","Jun 30, 2024",/julian-brandt/profil/spieler/187492
70,Marco Reus,33,"May 31, 1989",Germany,BORUSSIA DORTMUND,,Attacking Midfield,11.0,41,13,18,3445,0,0,1.8,"Jul 1, 2012","Jun 30, 2023",/marco-reus/profil/spieler/35207
72,Immanuel Pherai,21,"Apr 25, 2001",Netherlands,BORUSSIA DORTMUND,,Attacking Midfield,0.7,32,6,7,2482,0,0,1.75,"Jul 1, 2020","Jun 30, 2024",/immanuel-pherai/profil/spieler/412935
73,Göktan Gürpüz,19,"Jan 22, 2003",Turkey,BORUSSIA DORTMUND,,Attacking Midfield,0.25,31,2,13,2609,0,0,1.75,-,"Jun 30, 2025",/goktan-gurpuz/profil/spieler/655912
74,Donyell Malen,23,"Jan 19, 1999",Netherlands,BORUSSIA DORTMUND,,Left Winger,27.0,38,9,6,2312,0,0,1.78,"Jul 27, 2021","Jun 30, 2026",/donyell-malen/profil/spieler/326029
75,Thorgan Hazard,29,"Mar 29, 1993",Belgium,BORUSSIA DORTMUND,,Left Winger,15.0,30,6,1,1656,0,0,1.75,"Jul 1, 2019","Jun 30, 2023",/thorgan-hazard/profil/spieler/102226
76,Jamie Bynoe-Gittens,17,"Aug 8, 2004 ",England,BORUSSIA DORTMUND,,Left Winger,4.0,22,11,4,1426,0,0,1.77,"Jul 1, 2022","Jun 30, 2025",/jamie-bynoe-gittens/profil/spieler/670882
79,Youssoufa Moukoko,17,"Nov 20, 2004",Germany,BORUSSIA DORTMUND,,Centre-Forward,15.0,24,3,2,482,0,0,1.79,"Jul 29, 2020","Jun 30, 2026",/youssoufa-moukoko/profil/spieler/467720
81,Justin Njinmah,21,"Nov 15, 2000",Germany,BORUSSIA DORTMUND,,Centre-Forward,0.4,35,19,8,2560,0,0,1.79,-,"Jun 30, 2023",/justin-njinmah/profil/spieler/596153
82,Lukas Hradecky,32,"Nov 24, 1989",Finland,BAYER,,Goalkeeper,5.0,41,0,0,3690,54,11,1.92,"Jul 1, 2018","Jun 30, 2026",/lukas-hradecky/profil/spieler/48015
83,Andrey Lunev,30,"Nov 13, 1991",Russia,BAYER,,Goalkeeper,2.5,2,0,0,180,2,0,1.9,"Jul 10, 2021","Jun 30, 2023",/andrey-lunev/profil/spieler/112541
85,Niklas Lomb,28,"Jul 28, 1993",Germany,BAYER,,Goalkeeper,0.25,-,0,0,0,0,0,1.86,"Jul 1, 2012","Jun 30, 2024",/niklas-lomb/profil/spieler/85543
86,Maximilian Neutgens,18,"Mar 3, 2004 ",Germany,BAYER,,Goalkeeper,,10,0,0,900,8,6,1.88,-,"Jun 30, 2023",/maximilian-neutgens/profil/spieler/696022
87,Edmond Tapsoba,23,"Feb 2, 1999 ",Burkina Faso,BAYER,,Centre-Back,35.0,29,1,0,2307,0,0,1.94,"Jan 31, 2020","Jun 30, 2026",/edmond-tapsoba/profil/spieler/564545
88,Jonathan Tah,26,"Feb 11, 1996",Germany,BAYER,,Centre-Back,25.0,42,2,3,3646,0,0,1.95,"Jul 16, 2015","Jun 30, 2025",/jonathan-tah/profil/spieler/196357
89,Odilon Kossounou,21,"Jan 4, 2001 ",Cote d'Ivoire,BAYER,,Centre-Back,20.0,34,0,2,2270,0,0,1.91,"Jul 22, 2021","Jun 30, 2026",/odilon-kossounou/profil/spieler/644771
90,Piero Hincapié,20,"Jan 9, 2002 ",Ecuador,BAYER,,Centre-Back,17.0,33,2,1,2183,0,0,1.83,"Aug 16, 2021","Jun 30, 2027",/piero-hincapie/profil/spieler/659813
