,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
626,Simone Bastoni,25,"Nov 5, 1996 ",Italy,SPEZIA,,Central Midfield,7.5,32,3,4,2356,0,0,1.81,"Jul 1, 2014","Jun 30, 2025",/simone-bastoni/profil/spieler/257751
627,Aimar Sher,19,"Dec 20, 2002",Sweden,SPEZIA,,Central Midfield,1.0,5,0,0,286,0,0,1.75,"Aug 19, 2021","Jun 30, 2024",/aimar-sher/profil/spieler/579294
628,Jacopo Sala,30,"Dec 5, 1991 ",Italy,SPEZIA,,Central Midfield,0.5,19,1,0,892,0,0,1.81,"Sep 5, 2020","Jun 30, 2024",/jacopo-sala/profil/spieler/96806
629,Niccolò Pietra,18,"Sep 28, 2003",Italy,SPEZIA,,Central Midfield,0.1,16,7,5,1418,0,0,1.89,-,"Jun 30, 2025",/niccolo-pietra/profil/spieler/632829
632,Emmanuel Gyasi,28,"Jan 11, 1994",Ghana,SPEZIA,,Left Winger,2.5,37,6,0,3055,0,0,1.81,"Aug 9, 2016","Jun 30, 2025",/emmanuel-gyasi/profil/spieler/241076
633,Daniele Verde,26,"Jun 20, 1996",Italy,SPEZIA,,Right Winger,5.0,34,8,7,2036,0,0,1.68,"Jul 1, 2021","Jun 30, 2025",/daniele-verde/profil/spieler/256361
636,Dennis Deloriè,17,"Nov 6, 2004 ",Italy,SPEZIA,,Second Striker,,16,2,3,963,0,0,-,-,-,/dennis-delorie/profil/spieler/883048
639,M'Bala Nzola,25,"Aug 18, 1996",Angola,SPEZIA,,Centre-Forward,2.0,22,2,1,1131,0,0,1.85,"Oct 7, 2020","Jun 30, 2024",/mbala-nzola/profil/spieler/354814
641,David Strelec,21,"Apr 4, 2001 ",Slovakia,SPEZIA,,Centre-Forward,1.4,23,3,0,1179,0,0,1.85,"Aug 31, 2021","Jun 30, 2023",/david-strelec/profil/spieler/482836
643,Diego Zuppel,19,"Oct 13, 2002",Italy,SPEZIA,,Centre-Forward,0.05,7,0,0,479,0,0,1.92,-,-,/diego-zuppel/profil/spieler/581912
646,Vincenzo Fiorillo,32,"Jan 13, 1990",Italy,SALERNITANA,,Goalkeeper,0.3,2,0,0,180,6,0,1.9,"Aug 6, 2021","Jun 30, 2025",/vincenzo-fiorillo/profil/spieler/55000
649,Jacopo De Matteis,19,"Dec 28, 2002",Italy,SALERNITANA,,Goalkeeper,0.05,17,0,0,1530,28,4,1.86,"Jul 1, 2022","Jun 30, 2023",/jacopo-de-matteis/profil/spieler/606614
651,Norbert Gyomber,29,"Jul 3, 1992 ",Slovakia,SALERNITANA,,Centre-Back,1.0,33,0,0,2665,0,0,1.89,"Sep 12, 2020","Jun 30, 2025",/norbert-gyomber/profil/spieler/205054
659,Andrei Motoc,20,"Apr 13, 2002",Moldova,SALERNITANA,,Centre-Back,0.1,22,1,0,1902,0,0,1.95,"Jul 1, 2022","Jun 30, 2023",/andrei-motoc/profil/spieler/816930
660,Mario Perrone,19,"Feb 6, 2003 ",Italy,SALERNITANA,,Centre-Back,0.075,25,4,0,2064,0,0,-,-,-,/mario-perrone/profil/spieler/709579
663,Tommaso De Lorenzo,18,"Jan 12, 2004",Italy,SALERNITANA,,Left-Back,,14,0,0,738,0,0,-,-,-,/tommaso-de-lorenzo/profil/spieler/815941
672,Lassana Coulibaly,26,"Apr 10, 1996",Mali,SALERNITANA,,Central Midfield,3.0,33,0,0,2409,0,0,1.83,"Jul 31, 2021","Jun 30, 2026",/lassana-coulibaly/profil/spieler/386552
675,Leonardo Capezzi,27,"Mar 28, 1995",Italy,SALERNITANA,,Central Midfield,0.6,6,0,0,207,0,0,1.78,"Sep 29, 2020","Jun 30, 2023",/leonardo-capezzi/profil/spieler/84442
677,Alessandro Russo,18,"Sep 6, 2003 ",Italy,SALERNITANA,,Central Midfield,0.1,24,7,6,2037,0,0,-,-,-,/alessandro-russo/profil/spieler/708084
678,Antonio Pio Iervolino,19,"May 23, 2003",Italy,SALERNITANA,,Central Midfield,0.05,12,0,0,1075,0,0,-,"Jul 1, 2022","Jun 30, 2024",/antonio-pio-iervolino/profil/spieler/704347
691,Julian Kristoffersen,25,"May 10, 1997",Norway,SALERNITANA,,Centre-Forward,0.2,7,0,0,68,0,0,1.98,"Feb 2, 2021","Jun 30, 2023",/julian-kristoffersen/profil/spieler/267614
692,Angelo Guida,19,"Aug 24, 2002",Italy,SALERNITANA,,Centre-Forward,0.075,19,9,1,1485,0,0,1.84,-,"Jun 30, 2023",/angelo-guida/profil/spieler/651206
694,Lorenzo Cannavale,20,"Jan 29, 2002",Italy,SALERNITANA,,Centre-Forward,0.01,16,6,0,966,0,0,1.83,-,-,/lorenzo-cannavale/profil/spieler/622029
697,Marco Bleve,26,"Oct 18, 1995",Italy,LECCE,,Goalkeeper,0.2,7,0,0,499,4,3,1.84,"Jan 31, 2013","Jun 30, 2023",/marco-bleve/profil/spieler/215167
698,Alexandru Borbei,19,"Jun 27, 2003",Romania,LECCE,,Goalkeeper,0.15,20,0,0,1713,26,4,1.83,-,"Jun 30, 2025",/alexandru-borbei/profil/spieler/667640
699,Jasper Samooja,18,"Jul 21, 2003",Finland,LECCE,,Goalkeeper,0.075,16,0,0,1440,23,2,1.89,"Jul 1, 2022",-,/jasper-samooja/profil/spieler/712911
700,Alberto Dima,18,"Jan 22, 2004",Italy,LECCE,,Goalkeeper,,-,0,0,0,0,0,1.92,-,"Jun 30, 2029",/alberto-dima/profil/spieler/862393
701,Alessandro Tuia,32,"Jun 8, 1990 ",Italy,LECCE,,Centre-Back,0.9,20,2,0,1599,0,0,1.84,"Jul 1, 2021","Jun 30, 2023",/alessandro-tuia/profil/spieler/73943
702,Kastriot Dermaku,30,"Jan 15, 1992",Albania,LECCE,,Centre-Back,0.8,17,1,0,1304,0,0,1.94,"Aug 30, 2021","Jun 30, 2024",/kastriot-dermaku/profil/spieler/163647
705,Brynjar Ingi Bjarnason,22,"Dec 6, 1999 ",Iceland,LECCE,,Centre-Back,0.4,28,0,0,2258,0,0,1.94,"Jul 1, 2021","Dec 31, 2025",/brynjar-ingi-bjarnason/profil/spieler/569171
706,Biagio Meccariello,31,"Mar 27, 1991",Italy,LECCE,,Centre-Back,0.25,24,0,0,1589,0,0,1.87,"Jul 1, 2019","Jun 30, 2024",/biagio-meccariello/profil/spieler/124002
708,Emin Hasić,19,"Feb 8, 2003 ",Sweden,LECCE,,Centre-Back,0.075,33,3,1,2846,0,0,1.91,-,"Jun 30, 2023",/emin-hasi%C4%87/profil/spieler/615235
